purchased,product_name,price,options,num_actions,gender,income,persona
False,,,,9,non-binary,0-30000,"Persona: Jamie

Background:
Jamie is a non-binary individual in their early twenties, currently navigating their way through life without a traditional income. They are focused on personal growth and community engagement, spending much of their time volunteering with local organizations that promote inclusivity and mental health awareness.

Demographics:

Age: 23
Gender: Non-binary
Education: Some college experience, with a focus on social sciences
Profession: Volunteer and community organizer
Income: $0 (dependent on family support and occasional odd jobs)

Financial Situation:
Jamie lives a frugal lifestyle, relying on support from family for basic living expenses. With no regular income, they are resourceful and often find ways to save money, such as participating in community programs that offer free meals and resources. Jamie is open to exploring part-time work, but prioritizes their volunteer commitments for personal fulfillment.

Shopping Habits:
Shopping for Jamie is primarily focused on necessity rather than desire. They prefer thrift stores and community exchanges where they can find affordable or free items. Jamie is conscious of their environmental impact and values sustainability, often seeking out second-hand clothing and household goods. When they do shop, they appreciate minimalist and versatile items that suit their lifestyle.

Professional Life:
While Jamie is not currently employed in a traditional sense, they are heavily involved in community work. They organize awareness events, workshops, and support groups for marginalized communities, which allows them to build valuable skills in leadership and teamwork. They see this volunteer experience as a stepping stone toward future career opportunities in social services or community development.

Personal Style:
Jamie's personal style is a blend of comfort and self-expression. They enjoy wearing unisex clothing, often opting for oversized shirts, relaxed-fit jeans, and colorful accessories. Jamie expresses their identity through fashion, frequently incorporating rainbow colors and unique patterns. Their clothing choices reflect their personality—creative, vibrant, and unapologetically authentic.

Living Situation:
Jamie lives in a shared apartment with friends, creating a supportive and inclusive environment. They prioritize a sense of community in their living space, often hosting gatherings focused on art, discussion, and wellness.

Daily Routine:
Jamie tends to wake up around 10 a.m., embracing a flexible schedule that allows them to balance volunteer work, self-care, and social engagements. Their days often involve meeting with local activists, attending workshops, and collaborating on projects that uplift underrepresented voices."
True,Women's Oversize Jean Jacket Vintage Washed Boyfriend Denim Jacket Long Sleeve Classic Loose Button Down Jean Coats,9.99,"[['Size', '3X-Large']]",4,non-binary,0-30000,"Persona: Alex

Background:
Alex is a non-binary individual in their early twenties who is currently exploring their identity and interests while navigating life at zero income. They are passionate about the arts and are actively seeking opportunities to express their creativity through various mediums such as writing, painting, and digital art.

Demographics:
- Age: 22
- Gender: Non-binary
- Education: Completed high school; considering pursuing a degree in Fine Arts or similar fields
- Profession: Aspiring artist and creative freelancer
- Income: $0 (currently unemployed and seeking opportunities)

Financial Situation:
Alex is relying on support from family and friends while they explore their creative endeavors. They have limited financial resources, so they are budget-conscious and prioritize essential expenses. They are actively searching for freelance opportunities, part-time work, and grants to help sustain their artistic pursuits.

Shopping Habits:
Alex enjoys thrift shopping and finding unique pieces that reflect their personality, often mixing vintage and contemporary styles. They prefer sustainable and ethical brands, valuing creativity and individuality over consumer trends. When shopping, Alex looks for affordable, versatile clothing that allows for self-expression while remaining practical.

Professional Life:
Currently not employed, Alex dedicates their time to honing their artistic skills, participating in online art communities, and networking with other creatives. They are actively seeking freelance projects, internships, or part-time positions related to art and design to build their portfolio and gain experience.

Personal Style:
Alex embraces a fluid and eclectic fashion sense, mixing colors and patterns to showcase their individuality. They often wear oversized clothing and accessories that make a bold statement. Their wardrobe includes a variety of vibrant colors, particularly purples and greens, which they feel represent their creative spirit. Alex enjoys expressing their identity through their appearance, often experimenting with hairstyles and makeup.

Location and Daily Routine:
Alex lives in a shared apartment in a vibrant neighborhood known for its artistic community. They usually wake up around 10 am, starting their day with a morning routine that includes journaling and sketching. Alex spends their day working on personal projects, engaging with online art communities, and applying for jobs or gigs that align with their interests."
False,,,,13,male,30001-58020,"Persona: Ethan

Background:
Ethan is a recent college graduate currently working in a sales position at a technology startup. He is enthusiastic about the intersection of technology and business and is eager to learn about the industry while contributing his skills to help the company grow. With aspirations of climbing the corporate ladder, Ethan is focused on self-development and networking.

Demographics:

- Age: 24
- Gender: Male
- Education: Bachelor’s degree in Business Administration
- Profession: Sales Associate
- Income: $30,000

Financial Situation:
Ethan has a limited income as he is just starting in his career. He lives in a modest apartment with a roommate to share living expenses. He is mindful of his budget, prioritizing essential expenses while trying to save a little for professional development and personal experiences, such as networking events and workshops.

Shopping Habits:
Ethan enjoys shopping for both utility and style, but he is cautious with his spending. He prefers shopping at stores that offer deals and discounts, often using online platforms to compare prices. Ethan is tech-savvy and values brands that are both trendy and budget-friendly. He looks for clothing that can transition from the office to social settings without needing a complete change.

Professional Life:
Ethan’s work involves a lot of interaction with clients and coworkers, so he is developing his communication and negotiation skills. He spends his days attending meetings, making calls, and learning about the products he sells. He is committed to achieving his sales targets while also focusing on building strong professional relationships.

Personal Style:
Ethan’s style is casual yet polished; he often opts for smart-casual outfits that are comfortable for long hours at work. He prefers classic colors like navy, gray, and white, and incorporates trendy accessories to add personality to his look. Ethan enjoys wearing sneakers for comfort but chooses loafers or dress shoes for client meetings. He is an avid fan of outdoor activities and often spends his weekends hiking or playing basketball with friends.

Ethan loves traveling and aspires to visit new countries, hoping to immerse himself in different cultures. He typically wakes up around 7:30 AM to prepare for his workday.
Ethan currently resides in a vibrant urban area, where he enjoys the lively atmosphere and myriad of dining and entertainment options."
False,,,,23,male,30001-58020,"Persona: Jake
Background:
Jake is a recent college graduate with a degree in Marketing. He has just started working for a mid-sized digital marketing agency in a bustling city. Ambitious and eager to prove himself, Jake is dedicated to growing his skills and advancing in his career.

Demographics:
- Age: 24
- Gender: Male
- Education: Bachelor's degree in Marketing
- Profession: Marketing Associate
- Income: $30,000

Financial Situation:
Jake is still adjusting to his first full-time job and the realities of financial independence. With a modest salary, he is conscious of his budget and trying to balance his student loan repayments with everyday expenses. He is interested in learning how to invest and save for future goals.

Shopping Habits:
Jake is a pragmatic shopper. He prefers to buy essential items but is not afraid to splurge on experiences rather than material goods. He frequently uses online platforms to compare prices and looks for sales or discounts. He enjoys shopping at stores that offer good value for money and practicality.

Professional Life:
Jake is enthusiastic about his job and is often found researching the latest trends in digital marketing to enhance his skills. He spends a lot of time collaborating with his team on projects and attending networking events to build professional connections. He is focused on gaining experience and proving his worth within the company.

Personal Style:
Jake's personal style is casual yet professional. He often wears jeans paired with button-up shirts or smart polos, and he opts for comfortable shoes since he is on his feet often while attending meetings or events. He likes neutral colors with occasional pops of color to keep his wardrobe fresh and engaging. He appreciates brands that offer a blend of affordability and style.

Jake enjoys using public transportation to commute, values sustainability in his choices, and tries to live a balanced life by incorporating fitness and social activities into his routine. He usually starts his day around 7 AM, and he lives in a shared apartment with friends in a vibrant neighborhood in Chicago."
True,CRYSULLY Men's Jacket-Fall Winter Thicken Windbreakers Bomber Jackets Padded Coats,41.99,"[['Color', 'Navy Blue'], ['Size', 'Medium']]",3,male,30001-58020,"Persona: Jake

Background:
Jake is a 25-year-old marketing executive working for a mid-sized tech company. He graduated with a degree in Marketing and has quickly climbed the ranks due to his creativity and knack for identifying emerging trends. He is ambitious and aims to further his career in digital marketing, continually seeking to improve his skills and gain more responsibilities.

Demographics:

- Age: 25
- Gender: Male
- Education: Bachelor's degree in Marketing
- Profession: Marketing Executive
- Income: $30,000

Financial Situation:
Jake lives in a modest apartment with a roommate to share expenses. He is mindful of his spending but believes in enjoying life's small pleasures, such as dining out with friends or attending local events. He prioritizes saving for future career development opportunities, such as workshops or certifications.

Shopping Habits:
Jake prefers shopping in-store where he can see and feel products before purchasing. He enjoys browsing for new gadgets and is always on the lookout for the latest tech accessories. While he values quality, he is also budget-conscious and often looks for sales or discounts before making a purchase. He appreciates brands that are trendy yet affordable.

Professional Life:
Jake spends his days brainstorming marketing strategies, analyzing consumer data, and collaborating with various teams to execute campaigns. He is often involved in work social events and values networking opportunities that allow him to connect with other professionals in his field. Jake is eager to learn and is currently exploring options for furthering his education in digital marketing.

Personal Style:
Jake's personal style is casual yet polished, often seen in well-fitted jeans and stylish shirts paired with sneakers. He enjoys mixing classic pieces with trendy items and prefers versatile colors, such as navy, gray, and white. He sometimes adds a pop of color with accessories or shoes. Jake loves to travel and often plans short weekend trips with friends to explore new places.

Jake lives in Austin, Texas, and typically wakes up around 7:30 am to start his day."
True,CRYSULLY Men's Jacket-Fall Winter Thicken Windbreakers Bomber Jackets Padded Coats,41.99,"[['Color', 'Blue'], ['Size', 'Medium']]",6,male,30001-58020,"Persona: Marcus

Background:
Marcus is a 30-year-old male who works as a customer service representative at a telecommunications company. He enjoys engaging with people and resolving their issues, making his job fulfilling. Despite the challenges of his role, he aims to climb the corporate ladder and is currently taking courses related to business management to advance his career.

Demographics:
- Age: 30
- Gender: Male
- Education: Bachelor's degree in Communications
- Profession: Customer Service Representative
- Income: $30,001

Financial Situation:
Marcus lives on a modest budget, as his income is just above the poverty line. He carefully manages his expenses, prioritizing essentials like rent, utilities, and transportation. Occasionally, he saves up for small treats, such as dining out or going to the movies, but he is primarily focused on saving for future goals, including further education and eventually buying a home.

Shopping Habits:
Marcus takes a practical approach to shopping. He prefers to buy quality items that are affordable and often looks for discounts or sales. He typically shops at big-box retailers and values convenience. He enjoys hunting for deals, relies on online reviews, and frequently browses websites for the best prices before making a purchase. He is not particularly brand loyal, but he appreciates brands that offer good value for money.

Professional Life:
Working in customer service, Marcus faces a fast-paced environment where he must stay calm and collected while addressing customer inquiries. He works on a mixed schedule, including evenings and weekends, making it important for him to have flexible plans. Outside of work, he is proactive about furthering his education through night classes and online courses to improve his prospects for promotion.

Personal Style:
Marcus prefers a casual, laid-back style. He often wears comfortable and practical clothing such as jeans, t-shirts, and sneakers. He values comfort over fashion but tries to keep his look neat and presentable. His wardrobe mainly consists of neutral colors, with an occasional pop of color. He is not one to spend excessive time on grooming but maintains basic hygiene and a tidy appearance. Marcus enjoys simple hobbies like playing video games and hiking on weekends, which help him unwind after a busy week.

Marcus lives in a small apartment in a modest neighborhood of a mid-sized city where he can access public transport easily. His typical day starts around 7 am, and he values a balance between work, education, and leisure time."
True,Women's Jacket Winter Outdoor Hooded Waterproof Vests Solid Color Rain Long Coat Fall 2021,51.02,"[['Color', 'C-beige'], ['Size', 'Medium']]",5,female,30001-58020,"Persona: Mia

Background:
Mia is a recent college graduate who has just started her career as a marketing assistant at a startup company. She is enthusiastic about the world of digital marketing and is eager to learn and grow within her field. Mia enjoys being part of a dynamic team and has a passion for creativity, which she aims to channel into her professional life.

Demographics:

- Age: 24
- Gender: Female
- Education: Bachelor's degree in Marketing
- Profession: Marketing Assistant
- Income: $30,000

Financial Situation:
Mia is at the beginning of her financial journey and is careful with her budget. With a limited income, she is focused on managing her expenses while also saving for future goals, such as traveling and furthering her education. She often looks for ways to stretch her budget, using apps to track her spending and find deals.

Shopping Habits:
Mia enjoys shopping but is mindful of her budget. She tends to seek out sales and discounts, often shopping at thrift stores and online marketplaces for unique finds. She prefers a mix of trendy and classic pieces that fit her personal style but always prioritizes affordability. Mia likes to shop on weekends when she has more time to browse and make thoughtful purchases.

Professional Life:
Mia spends her workdays in a lively office environment where collaboration is key. She is involved in various marketing projects and social media campaigns, and she values opportunities for professional development, attending workshops and webinars to enhance her skills. Networking with industry professionals is also important to her growth.

Personal Style:
Mia's personal style reflects her youthful and vibrant personality. She favors casual and stylish outfits, often opting for comfortable jeans, sneakers, and colorful tops that allow her to express herself. She enjoys accessorizing with unique jewelry and often chooses bright colors like blue and yellow, which she finds cheerful and motivating. Mia lives in a small apartment in a vibrant neighborhood that offers a busy social scene. She typically wakes up around 7:30 am to start her day.

Overall, Mia embraces her new adulthood, balancing her career ambitions with her personal interests and social life."
True,Womens Long Puffer Vest Women's Down Coats & Jackets Winter Coats Sleeveless Warm Zip Up Jacket Best Outerwear,15.99,"[['Color', 'M-green'], ['Size', 'Medium']]",6,female,30001-58020,"Persona: Maya

Background:
Maya is a recent graduate who has just started her first full-time job as a marketing coordinator at a small tech startup. She is eager to learn and grow within the industry, and her passion for digital marketing fuels her ambition. Maya values creativity and innovation in her work and is excited about the prospect of shaping the brand’s online presence.

Demographics:

- Age: 24
- Gender: Female
- Education: Bachelor's Degree in Marketing
- Profession: Marketing Coordinator
- Income: $30,001

Financial Situation:
Maya is learning to manage her finances as she transitions from being a student to a professional. While her income is modest, she lives within her means, budgeting for essentials, saving a little each month, and occasionally splurging on experiences like dining out with friends or attending concerts.

Shopping Habits:
Maya enjoys shopping but is mindful of her budget. She often looks for sales and discounts, favoring affordable brands that offer trendy items. Maya enjoys browsing online and in-store but prefers online shopping for convenience. She seeks out sustainable fashion options whenever possible, as she is mindful of her environmental impact.

Professional Life:
Maya spends her workdays collaborating with her team to create marketing campaigns, managing social media accounts, and analyzing marketing data. She is proactive about seeking mentorship and opportunities for professional development, participating in webinars and networking events whenever possible.

Personal Style:
Maya’s personal style is casual yet trendy. She enjoys expressing herself through her clothing, often mixing vintage finds with contemporary pieces. She loves bright colors, particularly teal and mustard, which she feels reflect her vibrant personality. Her wardrobe includes comfortable yet stylish outfits suitable for a creative office environment.

Lifestyle:
Maya enjoys an active social life, often spending weekends exploring the local music scene, visiting art galleries, and catching up with friends. In her free time, she enjoys practicing yoga, cooking new recipes, and volunteering for local community initiatives. She lives in a shared apartment with friends in a vibrant neighborhood, adding to the lively atmosphere of her life in the city."
True,Women's Oversize Jean Jacket Vintage Washed Boyfriend Denim Jacket Long Sleeve Classic Loose Button Down Jean Coats,9.99,"[['Size', 'X-Large']]",7,female,30001-58020,"Persona: Mia

Background:
Mia is a recent college graduate who has just begun her career in the marketing field. She graduated with a degree in Marketing and Communications and is eager to gain experience and establish her career path in a fast-paced environment. Mia is ambitious and focused on personal and professional growth.

Demographics:

- Age: 24
- Gender: Female
- Education: Bachelor’s degree in Marketing and Communications
- Profession: Marketing Assistant
- Income: $30,001

Financial Situation:
Mia is just starting out in her professional life and is careful with her budget as she navigates student loans and living expenses. She works part-time to supplement her income while seeking a full-time position in her field. Mia is learning to balance saving for future goals with day-to-day expenses.

Shopping Habits:
Mia enjoys shopping but is conscious of her budget. She often looks for sales, discounts, and value for money. She enjoys shopping online but also appreciates the experience of visiting stores. Mia favors trendy, yet affordable clothing, and often opts for brands that offer versatility and style. She typically spends more on essentials and classic pieces that can be worn in various settings.

Professional Life:
Mia works as a Marketing Assistant at a small advertising agency where she supports the marketing team with social media management, content creation, and client communications. She is eager to learn from more experienced colleagues and takes on additional projects to build her portfolio. Networking is important to her, as she seeks to make connections in the industry.

Personal Style:
Mia has a fun and trendy personal style that reflects her youthful energy. She enjoys colorful outfits and often mixes and matches various pieces to express her personality. Her wardrobe includes a range of casual and professional attire that transitions from the office to social outings effortlessly. Mia loves to accessorize and often incorporates statement jewelry or bold shoes to complete her looks.

Mia is a fan of local coffee shops and enjoys trying new cafes in her city. She typically wakes up at 7am and loves exploring the vibrant community around her, often taking walks or attending local events. Mia lives in a shared apartment with friends in a lively neighborhood that provides her with social opportunities and networking prospects."
True,"Women's Vests Womens Crew Hooded Waterproof Sailing Jacket Jackets for Women Casual Girls Winter Coat High Low Tops for Women Long Sleeve(A2-Fleece-Gray,XXL)",30.99,[],15,female,30001-58020,"Persona: Mia

Background:
Mia is a recent college graduate working as a customer service representative at a tech startup. With a degree in communications, she is eager to establish her career and gain experience in the fast-paced world of technology. Mia is passionate about enhancing customer experiences and believes that good communication can solve most problems.

Demographics:

- Age: 24
- Gender: Female
- Education: Bachelor’s degree in Communications
- Profession: Customer Service Representative
- Income: $30,001

Financial Situation:
Mia is at the start of her career and lives on a modest income. She is mindful of her spending, managing a budget to cover her rent, bills, and student loans. Although she aims to save for future opportunities, she enjoys small indulgences like dining out with friends or occasional shopping sprees.

Shopping Habits:
Mia enjoys shopping but is price-conscious. She often looks for sales, discounts, and deals when shopping both in-store and online. She tends to lean towards casual and trendy clothing that fits her busy lifestyle but emphasizes practicality. Mia enjoys browsing popular online retailers and using apps to compare prices quickly.

Professional Life:
Mia works full-time in a dynamic startup environment, where she values collaboration and learning from her colleagues. She engages with customers through various channels and strives to provide a positive experience. Mia is proactive about climbing the career ladder and is considering further education or certifications to enhance her skills.

Personal Style:
Mia’s personal style is a blend of comfort and trendiness. She favors casual wear like jeans, comfortable tops, and sneakers, often accessorizing with statement pieces that reflect her vibrant personality. She prefers bold colors such as teal and coral, which make her feel cheerful and confident. Mia typically starts her day around 8:30 AM and lives in a trendy neighborhood in Austin."
False,,,,13,non-binary,30001-58020,"Persona: Avery
Background:
Avery is a non-binary artist and freelance graphic designer living in a vibrant urban area. They are passionate about using their art to challenge social norms and express individuality. Avery has a growing client base and is working on building their own online portfolio to showcase their work and attract more clients.

Demographics:
- Age: 26
- Gender: Non-binary
- Education: Bachelor's Degree in Fine Arts
- Profession: Freelance Graphic Designer
- Income: $30,001

Financial Situation:
Avery lives a modest lifestyle, relying on their freelance income to cover rent and expenses. They have to budget carefully, often prioritizing art supplies and software subscriptions over luxury items. Avery is focused on financial stability while dreaming of expanding their artistic reach.

Shopping Habits:
Avery enjoys shopping, particularly for unique art supplies and stylish clothing that reflects their identity. They prefer stores that are ethical and support local or independent creators. Avery often seeks out second-hand shops or thrift stores for unique clothing pieces while also liking to browse online for specific art tools or vintage finds. They enjoy the thrill of discovering one-of-a-kind items and are drawn to eclectic styles that stand out.

Professional Life:
Avery's daily routine is flexible, allowing them to nurture creative projects during their peak inspiration times. They often collaborate with other artists and participate in local art shows and exhibitions. Avery balances their artistic projects with client work, ensuring they stay engaged in both the commercial and personal aspects of their profession.

Personal Style:
Avery embraces a bold, eclectic style with a preference for gender-neutral clothing. They enjoy mixing patterns and textures and often opt for oversized sweaters, funky accessories, and bright colors, particularly teal and purple, which reflect their vibrant personality. Avery also has a love for sustainable fashion and often turns to local artisans for unique pieces. Living in a colorful neighborhood, their style stands out but remains comfortably casual, suitable for both studio work and social events.

Avery enjoys early mornings, typically waking up around 7:30 AM, to start their day with a creative mindset. They currently live in a bustling city known for its art scene."
False,,,,6,non-binary,30001-58020,"Persona: Jordan

Background:
Jordan is a passionate freelance graphic designer living in a vibrant urban neighborhood. They have built a solid portfolio over the past few years and are known for their creative approach to branding and visual storytelling. Jordan identifies as non-binary and embraces an inclusive, artistic lifestyle.

Demographics:

- Age: 26
- Gender: Non-binary
- Education: Bachelor's degree in Graphic Design
- Profession: Freelance Graphic Designer
- Income: $30,001

Financial Situation:
Jordan manages their finances carefully, balancing between professional expenses and personal needs. While their income is modest, they prioritize investing in creative tools and software that enhance their work quality. They are diligent about budgeting but enjoy treating themselves occasionally to support local art events or workshops.

Shopping Habits:
Jordan enjoys shopping for unique and expressive clothing that reflects their identity. They prefer second-hand stores and artisan marketplaces where they can find one-of-a-kind pieces. Online shopping is also a favorite, especially for sustainable and ethically-made products. Jordan looks for items that are stylish yet comfortable, allowing them to express their individuality.

Professional Life:
Jordan spends their days working on various design projects for clients, collaborating with other creatives, and networking within the design community. They enjoy the flexibility of freelancing but are continually seeking ways to grow their clientele and refine their skills. They often attend design conferences and workshops to stay up-to-date with industry trends.

Personal Style:
Jordan's personal style is a blend of bohemian and contemporary aesthetics, often incorporating bold colors and eclectic patterns. They favor clothing that allows for fluidity and self-expression, often mixing and matching pieces to create unique looks. Their wardrobe features a mix of androgynous styles and vintage finds, with comfortable footwear that complements their busy lifestyle.

Jordan loves public transportation, often taking the subway or buses to navigate the city. They typically wake up around 8 am to start their day and enjoy exploring local coffee shops and art galleries on weekends. Jordan lives in a diverse neighborhood in Philadelphia, buzzing with creativity and cultural events."
False,,,,8,non-binary,30001-58020,"Persona: Alex

Background:
Alex is a recent college graduate who identifies as non-binary and is currently working in a progressive marketing firm. They are passionate about diversity and inclusion in the workplace and aim to advocate for underrepresented voices in marketing campaigns.

Demographics:

- Age: 24
- Gender: Non-binary
- Education: Bachelor's degree in Marketing
- Profession: Marketing Assistant
- Income: $30,001

Financial Situation:
Alex is at the entry-level of their career and lives in a modest studio apartment. They are conscious of their financial situation and prioritize budget-friendly living, focusing on saving for future career growth opportunities, such as workshops and certifications in digital marketing.

Shopping Habits:
Alex enjoys shopping but prefers experiences that are inclusive and cater to their identity. They appreciate brands that align with their values, such as sustainability and ethical production. While they enjoy a good sale, they also look for items that represent their unique style, favoring gender-neutral and comfortable clothing. Online shopping is preferred for efficiency, but they also enjoy visiting local thrift shops to find unique pieces.

Professional Life:
Alex works full-time and is looking to advance in the marketing field. They often engage with local community groups that focus on LGBTQ+ advocacy and professional development. Alex regularly seeks out networking events, workshops, and seminars that help enhance their skills and build connections.

Personal Style:
Alex's personal style is a blend of comfort and individuality. They favor loose-fitting clothing, often opting for graphic tees, oversized sweaters, and colorful sneakers. Their wardrobe includes a mix of vibrant colors and patterns, reflecting their personality. They love earth tones and pastels, creating a calm yet expressive aesthetic. Alex embraces gender-neutral fashion and often accessorizes with pins and patches to convey their values and identity.

Living Situation:
Alex resides in a vibrant urban neighborhood, surrounded by a community of artists and creative professionals, which inspires them. They enjoy exploring local cafes and attending pop-up events to connect with others and share ideas. Alex typically wakes up around 8 am each day and enjoys a morning routine that includes reading or journaling before heading to work."
False,,,,4,non-binary,30001-58020,"Persona: Alex

Background:
Alex is a non-binary individual working as a graphic designer at a small creative agency. They have a passion for visual storytelling and branding, and they aim to create inclusivity within design by representing diverse perspectives through their work. Alex is keen on enhancing their skills and exploring various design techniques to grow professionally.

Demographics:
- Age: 26
- Gender: Non-binary
- Education: Bachelor’s degree in Graphic Design
- Profession: Graphic Designer
- Income: $30,001

Financial Situation:
Alex is currently living paycheck to paycheck but is diligent about budgeting. They are focused on managing their finances to cover essential expenses while saving for future ambitions, such as freelance projects and a potential career change. They occasionally treat themselves to experiences rather than material goods.

Shopping Habits:
Alex enjoys shopping, but they prefer to support local and sustainable brands. They often look for unique, bold items that reflect their personality. They don't mind spending a little extra on clothing or accessories that resonate with their values and style but typically seek items on sale. Alex is also interested in thrift shopping for one-of-a-kind finds.

Professional Life:
Working as part of a small, dynamic team, Alex collaborates with various clients on branding and marketing materials. They value teamwork and creativity in their role but often work late to ensure projects meet deadlines. Alex also dedicates time to online courses to further enhance their skillset and prepare for possible career advancement in the future.

Personal Style:
Alex has a vibrant and eclectic sense of style, often mixing colors and patterns. They prefer unisex clothing with a comfortable fit and favor bright, expressive colors. Their wardrobe includes graphic tees, oversized jackets, and unique accessories that reflect their artistic identity. Alex is drawn to streetwear aesthetics and enjoys wearing items that spark conversations.

Living Situation:
Alex lives in a small apartment in a diverse neighborhood of Portland, where they feel a sense of community and acceptance. They enjoy hosting friends for game nights and engaging in local art events and workshops on the weekends. Alex usually wakes up around 8:30 am to start their day with a creative mindset."
True,"PUREMSX Insulated Expedition Parka Coat, Hooded Warm Heavy Weight Water Resistant Jacket, Mountain Thicken Lined Fur Hooded Long Anorak Parka Padded Coat,Navy,Large",89.99,[],4,male,58021-94000,"Persona: Kevin
Background:
Kevin is a 35-year-old marketing manager at a mid-sized tech company. He has a background in business and marketing, which has allowed him to move up the corporate ladder quickly. Kevin is ambitious and always looking for new strategies to promote both his company's products and his professional development. He enjoys staying updated on industry trends and often participates in relevant workshops and webinars.

Demographics:
Age: 35
Gender: Male
Education: Bachelor's degree in Business Administration
Profession: Marketing Manager
Income: $58,021

Financial Situation:
Kevin has a stable income and is comfortable with his financial situation. He budgets carefully to ensure he saves for future investments, like buying a home and possibly pursuing an MBA. He enjoys dining out and traveling but chooses affordable options to balance enjoyment with saving.

Shopping Habits:
Kevin enjoys online shopping for convenience, particularly for tech gadgets and clothing. While he doesn’t mind spending on quality items, he values practicality and durability above all. He prefers a straightforward shopping experience and often reads reviews before making a purchase. Sales and discounts are a significant motivator for Kevin when he shops.

Professional Life:
Kevin works long hours at his job, often meeting tight deadlines for various marketing projects. He collaborates with different teams and is responsible for developing marketing campaigns, analyzing market data, and presenting findings to the management. Kevin seeks opportunities for networking and professional growth, attending industry conferences when possible.

Personal Style:
Kevin favors a smart-casual style, often wearing chinos with button-up shirts or polo shirts. He opts for neutral colors, like blue, gray, and white, which he finds versatile for both work and social events. He values comfort and fit, ensuring he looks professional without sacrificing ease of movement. Kevin also has a love for hiking and outdoor activities, which influences some of his casual clothing choices.

Kevin lives in Seattle, enjoys waking up at 7 am, and loves trying new local breweries on weekends."
True,Men's Young Boys Padded Down Vest Winter Outdoor Packable Water-Resistant Sleeveless Puffy Puffer Coats Jackets,23.99,"[['Color', 'Dark Blue'], ['Size', 'Large']]",13,male,58021-94000,"Persona: David

Background:
David is a 35-year-old marketing manager working for a mid-sized tech company. He has a passion for digital marketing and enjoys staying up-to-date with the latest trends in social media and content creation. David aims to climb the corporate ladder and eventually transition into a senior leadership role within his organization.

Demographics:

- Age: 35
- Gender: Male
- Education: Bachelor’s degree in Marketing
- Profession: Marketing Manager
- Income: $58,021

Financial Situation:
David lives comfortably but is mindful of his budget, given that he has student loans and other expenses. He maintains a balance between enjoying the present and saving for the future, always looking for ways to optimize his finances.

Shopping Habits:
David enjoys shopping but mostly for technology, gadgets, and casual wear. He often checks online reviews before making a purchase and prefers brands that offer good value for money. David likes to shop during sales or use discount codes, making sure he gets the best deal possible. He is health-conscious, so he often buys organic or high-quality food products.

Professional Life:
David works full-time in a fast-paced marketing environment. His job requires him to collaborate with cross-functional teams, attend client meetings, and deliver presentations. He puts a lot of effort into networking and building relationships, believing that they are essential for career growth. His schedule is usually busy, but he makes time for professional development by attending workshops and webinars.

Personal Style:
David has a smart-casual style, preferring comfortable yet professional outfits that allow him to transition easily between meetings and social events. He favors neutral colors but often incorporates a pop of color with accessories. His wardrobe includes well-fitting jeans, button-up shirts, and versatile footwear.

David lives in a vibrant urban area where he enjoys exploring local restaurants and coffee shops. He values work-life balance and often finds joy in weekend activities like hiking or attending cultural events. David typically wakes up at 7:30 AM each day to keep on top of his morning routine and exercise before heading to work."
True,adidas x United Arrows & Sons Men's Track Jacket Navy CD7723,199.94,[],4,male,58021-94000,"Persona: Jacob

Background:
Jacob is a marketing coordinator for a mid-sized tech company in Seattle. He graduated with a degree in Marketing and has been working in the tech industry for the past four years. Jacob is passionate about digital marketing trends and constantly seeks to improve his skills to advance his career.

Demographics:

- Age: 30
- Gender: Male
- Education: Bachelor's degree in Marketing
- Profession: Marketing Coordinator
- Income: $58,021

Financial Situation:
Jacob lives in a modest apartment and is financially responsible. While he can comfortably afford his living expenses, he prefers to save for future investments, such as a home or further education. He occasionally indulges in dining out and traveling but is otherwise cautious with his spending.

Shopping Habits:
Jacob enjoys shopping but tends to focus on quality over quantity. He prefers shopping at retailers that offer good value for money and often looks for items that are durable and versatile. He enjoys online shopping for convenience but also appreciates visiting stores for clothing and tech gadgets. He often looks for seasonal sales and discounts.

Professional Life:
Jacob spends his workdays collaborating with cross-functional teams to create marketing strategies, analyzing data to measure campaign effectiveness, and attending industry events. He is ambitious and aspires to move into a higher management position within the next few years. Jacob values networking opportunities and often engages in professional development to enhance his skills.

Personal Style:
Jacob’s personal style is casual yet professional. He favors smart-casual clothing, often wearing slacks paired with polo shirts or button-down shirts, and he prefers solid colors or subtle patterns. He is relatively fit and shops mostly for medium-sized clothing. Jacob is a fan of dark blue and green tones, which he finds calming and professional.

Other Interests:
In his free time, Jacob enjoys hiking in the beautiful Pacific Northwest and exploring local coffee shops. He is a technology enthusiast and loves to stay updated on the latest gadgets and apps. Jacob also practices yoga to maintain balance in his life and relieve stress.

Living Situation:
Jacob lives alone in an apartment in Seattle’s vibrant Capitol Hill neighborhood, where he enjoys the nightlife, arts, and community events. He usually wakes up at 7 am every day to make the most of his mornings."
